created_at,full_text_processed,label
06/04/2025,yousef exhausted genocide food water rare costly help survive family please donate share,c
08/10/2024,pro genocides dont argument justify support genocide instead humanity amp,c
04/04/2025,muslims india dont support genocide though generally speaking,c
06/04/2025,near future shouldnt surprise anyone states take actions people like sowing discord promoting genocide people massive online following thats national security threat,c
13/03/2025,watch students across turtle island mobilize response mahmouds illegal detention reminded mahmoud detained organizing genocide people liberation homeland,c
06/04/2025,stop genocide stop killing innocent people palistine oic wakes wake attack responsible muslim good muslim,c
03/04/2025,noise distract genocide committing,c
04/04/2025,true dont think mercy take action stop genocide opposed could done something,c
28/10/2023,war crime humanity genocide voice palestine pray free palestine freepalestine ceasefirenow,c
06/04/2025,criminal attack,c
06/04/2025,vehemently oppose genocide apparently antisemitic extremist sounds crazy crazy israelterroriststate,c
06/04/2025,even work israel useless stop genocide complicit murder torture palestinians shame shame shame follow would follow evil murderers amp,c
06/04/2025,look devastation russianbarbarians done ukraine long leaders world allow genocide continue putinisawarcriminal magaaremorons,c
06/04/2025,true protest sea free palestine flags keffiyehs speaker mentioned genocide,c
04/04/2025,zionist organizations cancelling someone nothing new wary pay memberships groups cover genocide,c
06/04/2025,crazy happiness also committing genocide miles away,c
06/04/2025,israel inclusion terrorist group unconventional state nonstate actor like listed genocide debate gaza polarizing like amnesty see evidence,c
06/04/2025,oh jfc russell rebrand fucking embarrassing reason extraordinary absolute joseph goebbels machiavellilevel propaganda us actively jailing disappearing deporting people speak usrael genocide,c
06/04/2025,nothing like nothing provokes zionists thinking ate saying free palestine form hamas,c
06/04/2025,moral story israel reducing number children gaza aim preventing joining resistance future bomb every day havent seen hamas fighter killed battles open eyes world planned,c
05/04/2025,israel specially kills palestinians hamas ages exact,c
06/04/2025,point well taken believe agree point instead targeting hamas israel went indiscriminate flattened everything went terribly wrong got hated world,c
06/04/2025,palestinians ruthlessly crucified hamas palestinians hamas millions innocent palestinians even interested stupid politics war israelis hamas wh,c
06/04/2025,bet idf killed hamas left gaza idf civilians mostly kids killed israels explosive removal teams cause dont trump gave guys task,c
07/05/2024,despite reports hamas willing accept ceasefire deal zionist entity presses forward bloodsoaked plot make mistake eyes final solution palestine question zionist entity aims wipe gaza face earth,c
06/04/2025,breaking hamas firing rockits isralei gaza fired rockets towards israel one intention kill many israeli civilians possibly days gaza still rockets read,c
06/04/2025,bought islamist extremists hamas supporters radical islamic jihadists canada highly suspicious federal government permitting throngs destroy jewish businesses property shill,c
30/07/2024,little girl beautiful face disfigured skin disease ravaging children due pollution lack medicines israeli occupation prevents entering gaza,c
30/05/2024,eyes rafah mean rafah crisis days suffering palestinians forced flee homes makeshift tents rafah promised safe zone israel even face brutal attacks,c
29/11/2023,recently launched app helps people identify products israel allowing make informed choices avoid supporting genocide,c
06/04/2025,fuck israel,c
06/04/2025,baby killers gazaholocaust,c
06/04/2025,fuck israel,c
01/11/2023,israel regard whatsoever lives native palestinian population whose land land occupy jabalia gaza,c
15/11/2023,hebrew says philisteenah palestine,c
01/08/2024,israelpalestine sovereignty two state solution,c
11/01/2024,palest gaza entitled exist situate rights existwhat happ gaza entails destructive act occup pwr subjected palest ppl violations self determination cent israel years regarded law,c
09/01/2024,israel destroyed jerusalem gaza free promise allah dont doubt keep feet heart intact,c
02/01/2025,according zraei officials rest pestinians htler wanted jews guess makes,c
04/09/2024,message sr clear get p country,c
06/04/2025,river sea israel free existence,c
06/04/2025,ummah needs deal zionistss quickly palestine whatever power tools available ignore coward traitor leaders,c
14/10/2024,n sr burning p alive n germany put jews gas chambers sr bothered called naz shouldnt act like n even worse,c
06/04/2025,fuck israel x america,c
06/04/2025,arc justice bending towards people palestine,c
09/12/2024,israel ngeb bombs syria stop silent stop ignorant keep boycott,c
06/04/2025,expel israeli ambassador boycott israel arms embargo israel call upon act justice delayed justice denied,c
01/05/2024,hey zionists palestine israel imaginary state,c
06/04/2025,scale terror israel inflicted beyond anything else human history,c
03/12/2023,israel defense forces worst got point dude,c
21/06/2024,republic armenia officially recgnizes palestine independent state,c
26/06/2024,ongoing bombardment palestine intensifying daily bringing even destruction suffering citibanks partnership israel plays direct role supporting genocide gaza,c
06/04/2025,doesnt matter fucking israel killing peacekeepers amp,c
30/03/2025,rael interested piece peace piece palestine piece lebanon piece syria piece egypt piece jordan piece iraq piece saudi arabia,c
24/09/2024,students light israels recent attacks people lebanon join organize contingents emergency mobilizations locale near one year genocide gaza reminded united states continue allow israel violate every norm,c
06/04/2025,peter dutton worst thing happened australia racist bigot candidate shame australia,c
06/04/2025,line condemn slaughter beautiful children still ok unconditionally supporting israel voters would like know take finally place sanctions,c
06/04/2025,israel devil devil exists jfc,c
18/01/2025,mass murderers pure simple israel abomination pariah state time zionist project proppedup us uk eu never legitimate ever unapologetic purveyors genocide israel political entity never welcome,c
06/04/2025,buried alive feet bound israel right commit war crimes still offering israel unconditional support gazagenocide warcrimes thehague,c
13/01/2025,sick sadistic state israel already beyond pale,c
13/12/2024,repost ig divestment permanent following encampment protesting sf states complicty israels genocide palestinian people sf state divested lockheed martin caterpillar leonardo palantir today wins become,c
06/04/2025,israel repeatedly attacked palestinian children yet spews israeli propaganda demonize un relief victims israels decadeslong apartheid genocide lacks moral compass lead nation prioritize israel canada,c
06/04/2025,israel withholding humanitarian aid reality,c
13/11/2023,netanyahu continuing strategy led israel abyss pushing pa corner order shoot option twostate solution collaborating settler parties setting region fire haaretz editorial,c
06/04/2025,list israels lies numerous yet people would still back israel even intentionally murders children amp,c
06/04/2025,keep opening big mouth minutes time short youre mocking god curse israel cursed,c
06/04/2025,doesnt find beheaded babies livestreamed everyday horrifying finds flag horrifying tells everything need know,c
06/04/2025,think cultural boycotts israel russia right move,c
06/04/2025,america lark innocent americans murdered weird serial killer theyll deploy resources track person stop time partner crime israel murder innocent people day day joke country,c
02/11/2023,everyone know comes back disgusted israel,c
06/04/2025,kind scum sadist abuses little girl like answer isisdaish scum sadist zionist socalled free syria,c
11/10/2023,palestinian people hamas israel done palestine forgiveness even god profess extermination poor nation looted st century without ability defend unimaginable crime pajasineunderattack,c
10/04/2024,youre honest youll admit every single palestinian christian otherwise lives state israel true autonomy ones west bank gaza israel exterminating,c
13/10/2023,local local pashtuns waziristan pakistan promised travel palestine join jihad fight israeli forces say ready sacrifice everything need support help anyone allah addition,c
06/04/2025,palestinian foreign ministry condemns death omar rabea calling extrajudicial killing amid ongoing violence west bank,c
24/08/2024,thousand palestinians support concept islamic isis like cut head non islamic people refusing change islam enforce law shariah think looking dead see woke palestinians wave isis flag,c
06/04/2025,israel intentionally targeted bombed journalists tent khanyounis,c
13/05/2024,encampment tu eindhoven students occupied part tue campus demand university cut ties israel join students bring tents sleeping material food water follow eindhovenencampment instagram updates,c
06/04/2025,imagine government liking post online bomb house israel journalists days straight killed journalists far,c
03/08/2024,israel anything democratic settler colonial apartheid state everyone claims otherwise go back school israel problem middle east erase red dot,c
01/05/2024,palestine israel conflict concerns per thousand humanity may demo fully fixed completely reality reason replacement nationalism hatred jew state freed world society without nation anti semitism racism b,c
06/04/2025,funny used hate candace return reality way humanity shows face israel slaughtering babies children mothers daily become watchable life strange like,c
08/10/2023,israel another random state middle east rogue state international hub criminals master subversion sabotage manipulating western politics end would nothing blessing west,c
03/11/2023,palstinsi hand luxury escaping edges full soldiers ready kill airport destroyed guess isralians,c
26/06/2024,revive boycott movement early years al nakba arab leagues boycott pressured us limit arms supply israel time reinvigorate comprehensive global boycott hold financial institutions accountable,c
22/06/2024,june marked commencement th session human rights council un experts monitoring israel brutal occupation genocide gaza looking human rights violations us college students protesting genocide,c
14/12/2023,letters table israel want solution two states wants one river sea land palestine without population,c
13/05/2024,jonathan free free palestine sumayyah palestinians killed israel say free free palestine,c
12/05/2024,demands duke students flyer call duke disclose financial investments israel divest companies profiting occupation palestine boycott academic partnerships israeli universities speak favor immediate ceasefire,c
07/10/2023,reading talking live region palestinians attacked israel cowardly manner shot elderly bus points entered homes shot families hijacked elderly vilified corpses advertising barbarie,c
15/10/2023,war criminals israeli army ordered million palestinians leave homes killed many trying follow impossible order,c
06/04/2025,nothing scares israel camera truth since ceasefire ramped targeting journalists today targeting tent journalists gather near nasser hospital,c
08/08/2024,israel torture kills palestinian prisoners israel kills palestinian children israel bombarda hospitals schools universities humanitarian offices israel wants extinction palestinians israel terrorist state supports accomplice sionismonovonazismismo,c
04/01/2024,israel practicing genocide palestine since october daesh revives area attacking iran one expected less mosad,c
08/11/2024,silently mute two state solution palestine palestine joke genocidal messianic regime must exist israelis people must learn equality respect human life,c
20/11/2023,palestine support world behind shall never crumble,c
15/11/2023,response israel determined end palestinians occupy territory finally fulfill zionist dream river sea better tell well,c
28/05/2024,eyes rafah,c
06/04/2025,rafah existed years wiped map settlercolony existed years,c
01/06/2024,revolt rafah join palestinian students supported wider community columbia new gaza solidarity encampment outraged columbia complicity killing people gaza recently massacre rafah equally outraged,c
26/05/2024,eyes rafah,c
28/05/2024,rafah,c
06/04/2025,forgive mum swear accepted path help people lord accept repentance final words palestinian paramedic refaat radwan executed israeli forces rafah along colleagues gaza,c
06/04/2025,rafah still exists,c
06/04/2025,fine line separates nothingness rafah fades annihilation israel justifies genocide defense abstraction politics bearing witness must begin living palestinians live lives precious,c
06/04/2025,queues food aid trucks abandoned egyptian side rafah israel imposed total blockade gaza month,c
06/04/2025,rafah city governorate exist anymore rafah completely erased destroyed israel destroyed homes leveled buildings housing units wiped water wells disabled water,c
07/05/2024,rafahthe people gaza already displaced forced rafah backed corner never critical time throw pure right war machine rafah escalate student intifada,c
30/05/2024,guys look mom cant use eyes rafah discreenshot btw dont stop talking palestne,c
30/05/2024,guys mending kalian semua banjirin instagram nya pake eyes rafah eyes rafah eyes rafah eyes rafah eyes rafah eyes rafah eyes rafah eyes rafah eyes rafah eyes rafah eyes rafah,c
06/04/2025,protest program jatiyatabadi chhatra dal israel brutal genocide gaza rafah expressing solidarity martyrs injured palestine supporting global campaign world stops gaza april april,c
04/05/2024,gaza compass struggle rafah north star student movement campus people palestine stop full divestment stop palestine free,c
10/03/2024,eyes rafah last month israel threatened ground invasion rafah ramadan week netanyahu renewed vow invade rafah ramadan quickly approaching ground invasion rafah looming must escalate pressure,c
09/05/2024,fearless rafah,c
06/04/2025,like mistake burning people alive rafah mistake slaughtering international aid workers world central kitchen mistake gunning starving civilians sprinting toward food aid trucks mistake executing,c
05/03/2025,insult pointed dont know israel controls imports rafah,c
02/04/2025,israel controls imports passes rafah border part deal even bothered spend mins reading rafah wiki know else dont know,c
14/02/2025,googled rafah border crossing youd know israel control goes,c
19/03/2025,clearly never rafah border israel controls,c
06/04/2025,urgently appeal international community united nations agencies humanitarian organizations assume legal moral responsibilities also demand immediate action pressure occupying army withdraw rafah governorate enable,c
06/04/2025,months ago keir starmer said rafah offensive take place israel destroyed rafah starmers government take action israeli regime continued supporting arming assisting,c
06/04/2025,city called rafah war genocide gazagenocide,c
11/03/2025,wall google blockade gaza educate crazy think egypt controls rafah crossing israel one approves imports exports rafah know,c
05/03/2025,even knew basics situation youd know rafah crossing controlled israel egypt part deal,c
24/03/2025,strange dont know rafah controlled israel part deal literally wikipedia page first paragraph else know,c
06/04/2025,grandmother born rafah sister worked alshifa hospital health going downhill since ground invasion gaza cant quite imagine feels alshifa little charred building mass grave gaza,c
06/05/2024,nyc urgent call mobilization citywide day rage defense rafah take streets resist invasion monday may th hunter college th st amp,c
19/03/2025,lying israel controls goes rafah crossing right return,c
23/10/2024,think egypt controls rafah crossing google youll see israel controls part deal besides egypt take refugees let live outside,c
30/05/2024,eyes rafah eyes rafah eyes rafah eyes rafah eyes rafah eyes rafah rafahunderattack gazagenocide alleyesonraffah,c
08/05/2024,need willing risk everything rafah,c
30/05/2024,eyes rafah eyes rafah eyes rafah eyes rafah eyes rafah eyes rafah eyes rafah eyes rafah eyes rafah eyes rafah eyes rafah eyes rafah rafahunderattack cont,c
06/04/2025,israel around longer rafah rafah history goes back years around bce modern israel founded making years old hostages taken hamas october,c
06/04/2025,hey post issues rafah years old true wiped map damaged recent conflicts yet still stands people living calling israel settlercolony,c
06/04/2025,deir albalah one least destroyed cities gaza home massive percentage displaced population fear intent raise like rafah voted continue voted arms embargo last week,c
02/04/2025,yes israel control rafah crossing google idiot,c
06/04/2025,take bury child beneath rubble still call justice name alia died rafah crushed home holding baby brother since october palestinians confirmed killed include,c
06/04/2025,israel wiped city rafah map yrs old first recorded mention bce rafah population recently february million palestinians sheltering world nothing,c
06/04/2025,anyone face justice rafah ambulance convoy attack,c
06/04/2025,red line around rafah go history one tge great deceptions crimes century know lost stand,c
06/04/2025,rafah fallen northern gaza lies ruins world grown numb cries vibrant shattered yet silence world deafening,c
06/04/2025,journalists substantial change israel claimed rafah part buffer zone please compare buffer zone white displacement order march,c
06/04/2025,rafah wiped map israels ethnic cleansing campaign,c
02/04/2025,anything passes rafah border approved israel since,c
06/04/2025,wiping rafah seek mirror deir albalah,c
06/04/2025,israel changes story rafah medic killings says probe,c
06/04/2025,deir albalah look like rafah say absurdly hatefully hamas blame please spare israel going throughout gaza whether palestinians fight back last months years made abundantly clear,c
11/05/2024,popular university gaza dispatch images rafah across occupied palestine flood screens fresh horror mangled babies bodies crushed concrete vaporized usmade bombs,c
08/05/2024,tonight students community members across turtle island holding line defending encampments riot police encampments need strong numbers community support pmam raids likely take place rafah,c
06/04/2025,contact immediately help provide tent family rafah,c
06/04/2025,happened medics rafah isolated incident part systematic targeting prcs staff volunteers gaza strip,c
06/04/2025,rafah genocide joe red line declared wiped map israel none trump palestine would possible without joe kamala unwavering support complicity different colors monster,c
01/04/2025,rafah border closed red cross confirmed cannot even get cancer patients lying see,c
06/04/2025,truly fuck egypt wow israel trying negotiate good faith open rafah let gazans want leave egypt responds putting concrete barriers,c
06/04/2025,director medical supply civil defense gaza ambulances rafah central region cannot find water fill firefighting vehicles,c
06/04/2025,whats wrong whats reason egyptian army closing gates rafah crossing egyptian side tall concrete wall time,c
06/04/2025,hear hind see theyre israel trying erase southern gaza strip like trying erase north also isolating gaza egypt rafah crossing read,c
08/05/2024,importantly students understand getting suspended escalating rafah honorable b nothing comparison experience students gaza iof destroyed every single university,c
06/04/2025,bombing rafah new terrifying missiles khan yunis terrified sound scary thoughts come minds next please ask world stop genocide human beings,c
06/04/2025,let bangladesh stand still tomorrow gs sorrow gs call,c
14/01/2025,journalists journalists first capital g let intimidated sionist threats intimidations report eyes gaza,c
09/04/2024,todays mainichi shimbun article citizens showing wills around country opposition ethnic cleansing gaza reporter contacted notations turned battle converted invasion gaza persons position changes one step time lets stop,c
06/04/2025,gaza globalstrikeforgaza noone erase g matter israhell remember gaza alive gaza alive gaza free palestine free inshaallah inshaallah inshaallah,c
06/04/2025,gz great,c
29/10/2023,journalists gaza call prayer resistance fighting invaders,c
06/04/2025,please keep supporting efforts get brothers sisters g water need incredibly great please keep sharing donating need us,c
06/04/2025,wtf israel fucking lvel gza,c
06/04/2025,gza rafah empty one alive,c
06/04/2025,pakistan nuclear power yet couldnt provide plestine egypt nile river gza died thirst saudi arabia uae oceans oil gza hospitals ambulances fuel muslims soilders missiles fighter jets yet none could reach gza,c
06/04/2025,last update need food ganja oxygen needed media personnel around world banned entering gja aljajera cnn nbc give ultimatum journalists leave gza idf israel defence force,c
06/04/2025,foot stinks amp,c
06/04/2025,hey support whatever happening g za,c
28/08/2024,finding opportunity impossibility doctor gaza tried save childs life telephone light,c
06/03/2024,genocide gaza days thousand children thousand women crime trying job journalists detached life forget thousand innocent people killed days gzt video editor prepared,c
14/12/2023,activists gathered organize support palestine australia protested zara made fun civilians massacred israel gaza,c
06/04/2025,remembered muslims million soldiers heavy artllery mssiles fghter jets none could reach gza provide aid palestineunderattack,c
29/08/2024,every street beautiful memories pass every street returned pile debris every street,c
18/11/2023,persecution palestine decreased trying make us feel like gzt editor chief tells zionistcensorship,c
10/12/2023,zara made fun palestinians visuals shared innocent brand days,c
18/11/2023,affect us witness happened gaza zionistcensorship,c
28/08/2024,finding opportunity impossibility doctor gaza tried save childs life telephone light,c
18/08/2024,children gaza nightmare death fear hunger months,c
23/03/2024,humanitarian aid delivered third time north gaza,c
04/05/2024,second one month completed reinforced hg zz fully armored additional weapons old fa zz kit,c
14/11/2023,hundreds civilians took refuge gaza entertain children school held football match,c
11/03/2025,stogragta complained nazupi sings zuzu gag gacha refuted zuzu shocked police interested mayoral elections zuzuflower breed nazunahorse manhawk tigerstogra gbc stogra clip,c
06/04/2025,war gencide war trying inflict military defeat enemy army gencide youre trying exterminate civilian population,c
05/04/2025,call surround hospital amp,c
01/04/2025,good partners crime gencide ethnic cleansing belgian mep reprimanded eu high representative foreign affairs amp,c
02/04/2025,one gencidal statement another rael look write newspapers say public affairs radio amp,c
05/04/2025,call surround hospital bomb line doctors physicians nurses amp,c
05/04/2025,tonight jerusalem protestors gencide chanting refuse war criminals dont bmb children calling soldiers refuse service israeli military,c
06/04/2025,war gencide war trying inflict military defeat enemy army gencide youre trying exterminate civilian population gazaholocaust,c
04/04/2025,obviously girl gencide still,c
01/04/2025,extermination healers eclipses history darkest gencides humanity confronts moral bankruptcy gaza decimation healthcare workers gencide arithmetic week iof executed blindfolded ziptied healthcare workers gaza,c
04/04/2025,could make u whole list reasons important gencide wrong,c
29/03/2025,real villain empuraan baba bajrangi abhimanyu singh appears inspired babubhai patel aka babu bajrangi bajrang dal leader convicted role naroda patiya mssacre gujarat gencide muslims killed gujaratriots mohanlal,c
29/03/2025,idgaf youre jewish israeli descent dont proisrael government may completely educated gencide ive seen many children people general getting brutally killed sad pro palestine free palestine zionists dni,c
04/04/2025,british citizen manchester gaza indiscriminately firing civilian homes comitting gencide terrorists allowed commit gencide freely return home uk us europe without citizenships revoked,c
28/03/2025,fucking traumatizing social anxiety speak palestinians sns random men shows throwing bricks war gencide theyre literally crazy,c
28/03/2025,backing trump regime gencide full camps coming,c
04/04/2025,haunted witch banned gencide apologia l bozo april th,c
04/04/2025,hasan piker champion human rights indigenous people unless uyghurs amp,c
23/03/2025,isrl shouldnt even exist talking actual statecountry part znizm gencide end occupation,c
26/03/2025,wtfdym forced literally gave money terrrist state commit gencide ethnic cleansing,c
20/03/2025,trying best survive gencide facing smile even though hungry ashamed saying trying best afford something family getting worse please donate,c
26/03/2025,fund gencide people tents,c
02/04/2025,one gencidal statement another rael look write newspapers say public affairs radio amp,c
06/04/2025,gaza called worldwide strike next monday april duty follow schools universities work gencide stops,c
05/04/2025,israel commiting gencide evident wtf,c
27/03/2025,somewhat ironic reality situation occupied p least likely support brothers sisters ones power influence ability end gencide many individuals particularly ulam avoid discussing,c
01/04/2025,gencide gaza politically safe far late mainstream media outlets finally report basic truths sadly shamefully follows longestablished pattern,c
06/04/2025,need shame zionists gencide supporters,c
06/04/2025,msm complicit gencide politicians provided arms brutal regime,c
05/04/2025,aint brining child word gencide normalized pds amp,c
04/04/2025,truly understand world allows continue much longer must palestinians endure suffering pain world something witnessing gencide real time yet unable anything stop,c
02/04/2025,need correct quote least hiding fact theyre committing gencide,c
04/04/2025,antiisrael agitators mass outside ritchie torres office demand resign collaboration gaza gencide one protester outside torres office denounced lawmaker zionist scum amp,c
06/04/2025,protesting gencide easy buy products finance murderers supporters boycat app,c
05/04/2025,amazing courage izrail population fine gencide g_z,c
20/03/2025,trying best survive gencide facing smile even though hungry ashamed saying trying best afford something family getting worse please donate,c
06/04/2025,jihad isrel fardh every muslim,c
06/04/2025,israhell criminal entity,c
06/04/2025,fuck israhell,c
06/04/2025,continue boycotting israhell,c
06/04/2025,fuck israel israhell,c
06/04/2025,nothing hide totalitarian approach know isr criminal gangster state,c
12/02/2025,israel jewish terrorist state israel jewish terrorist state israel jewish terrorist state israel jewish terrorist state israel jewish terrorist state israel jewish terrorist state,c
06/04/2025,realities uncovered nothing casual think badly youd damn right today tomorrow amp,c
06/04/2025,gaza people still attacked country march people killed attacks jh one helped isr killing innocent children women shame,c
06/04/2025,isr terrrist organisation,c
06/04/2025,agree zionism created first place ie destroy ottoman invade amp,c
06/04/2025,israhell terrorist state murdering scumbags killing innocent children sick head hope go hell,c
