created_at,full_text_en
2025-04-06,America is already directly responsible for genocide in Gaza. If we have combat troops on the ground there our nation has crossed the Rubicon.
2025-04-06,Stop the Genocide_in_Gaza please
2025-04-06,Enemy_Media Uri an Ashkelon resident whose house was hit by shrapnel says: - A year and a half after the war in Gaza rockets are still falling on Ashkelon - this is not real and it is not normal. - He added after taking this video: We don't feel victorious.
2025-04-06,Qaza  Gaza is the city of resilience and patience.
2025-04-06,Mike Mihajlovic emphasizes that the expenses of Israel s genocidal war on Gaza are mainly covered by the US Congress. Watch in full EconomicDivide
2025-04-06,57 countries exposed by Gaza Genocide
2025-04-06,Please help Oday and his family by donating and sharing
2025-04-06,Israeli warplanes targeted a tent used by journalists near Nasser Hospital in Khan Yunis Gaza.
2025-04-06,This is the prominent leader targeted by American aircraft: the martyr Sarim Ibn Sheikh Saleh Al-Suhaili. One of the martyrs of the American aggression on their home in the Saawan area of Sana'a. The children of Yemen are no less important than the children of Gaza. _
2025-04-02,Israel says it is expanding its military operation in Gaza and will seize large areas of the territory
2025-04-06,People have no idea how tiny of a strip Gaza is &amp; dropping 6 hiroshima bombs on it is meant to annihilate every single living thing in it &amp; the Arab world has/ is letting it happen &amp; the harsh truth is it doesn't even guarantee stability more destruction to come. Ya Allah
2025-04-06,WARNING: GRAPHIC 18+ Israeli warplanes have targeted a tent used by journalists near Nasser Hospital in Khan Yunis Gaza. GazaHolocaust GazaGenocide
2025-04-06,The lefter-than-thous who demanded that the 2024 election be a referendum on the Biden admin s handling of Gaza really should have considered that helping elect Trump to do Gaz-a-Lago would decenter their Omnicause for the foreseeable future and perhaps permanently
2024-12-14,from Vassar SJP on IG: Early this morning a group of autonomous actors tagged Vassar College a neoliberal corporation manufacturing consent for and investing in israel's ongoing genocide in Gaza the occupation of the West Bank and the recent zionist escalations in Lebanon
2025-01-16,STUDENTS: MOBILIZE THIS TUESDAY JANUARY 21ST On Wednesday January 15th a ceasefire was established in Gaza; a demand championed by the Palestinian people and their billions of international supporters. We know that our work is not over it has just begun. A ceasefire
2025-04-04,I think the issue with Indians is their ignorance. For instance most think that Kashmir is horrific where around 300-400 children died but don't think Gaza is a genocide where 20 000 children have been killed and where Israel mainly kills children ages 0-9. Not adults.
2025-01-15,Today January 15 a ceasefire ends 15 months of israel's horrific genocide in Gaza. Today Palestinians celebrate with those around them; those who survived extermination starvation torture who defied death and carried the torch of Palestinian freedom onward.
2025-04-06,Kids in Gaza aren t asking for justice. They re asking for water. For light. For a night without drones overhead. If that doesn t haunt you you re not paying attention.
2025-04-06,The slaughter of children in Gaza passed her by
2025-04-06,'We don't have water to drink. We need your support to provide water for us'. 's campaign has received no support at all for the last two days - please help her and her three young children:
2025-01-21,Harvard s response to the genocide in Gaza:
2025-01-20,from  on IG: Last week Columbia held 22 disciplinary hearings against alleged student protestors from the Gaza Solidarity Encampment. During their hearings students spoke bravely about their commitment to fighting towards a free Palestine and forced the University
2025-04-06,The medical director at Al-Ahli Hospital in Gaza Doctor Fadel Naim warned that the situation has spiralled completely out of control in the hospital. With Gaza s health system in collapse hospitals are overwhelmed;doctors are forced to make agonising choices about who receives
2025-04-06,The world failed Gaza. Palestine. We will never forgive never forget. If someone says one bad thing about Hitler after all of this. he just should act earlier maybe there was a chance. With all respect to normal jews. Zionists are not humans not animals. They re hell on Earth
2025-04-06,:(( My account has been restricted so my gfm doesn't appear to everyone! Please support my family s gfm!! by sharing quoting and donating. Please leave a comment  or even a dot.
2024-11-23,from SPHR at Concordia University where 11 000 students went on strike for Gaza this week
2024-12-04,repost from CCNY SJP on IG: On The National University Day of Strike every CUNY campus took to the streets converging at CUNY central to demands that CUNY DIVESTS! Students have been and will continue to keep up the fight for divestment because EVERY SINGLE UNIVERSITY IN GAZA
2024-11-28,UPDATES FROM DAR WADEE AL FAYOUMI ENCAMPMENT AT SARAH LAWRENCE COLLEGE: Thank you to every single person who sustained the fight on campus in solidarity with Gaza and Palestine this week. This is only the beginning.
2024-12-08,Last Thursday Boulder SJP took back the University Memorial Center to show solidarity with Gaza. Meanwhile the administration continues to prioritize its commitment war contractors. Two students were banned from campus for two months without any resolution and Boulder SJP has
2024-12-07,But the fight is far from over. As the humanitarian crisis in Gaza worsens UlC must actively work to incorporate the Palestinian perspective into its programs and partnerships. The School of Public Health cannot claim to stand for equity and social justice without addressing the
2025-03-18,After two weeks of a brutal siege which denied Palestinians life-saving humanitarian aid and drone strikes that have killed dozens the Israeli Occupation forces have renewed their escalated bombardment of Gaza and announced a total collapse of the ceasefire. AllEyesOnGaza
2025-04-06,Powerful show of force to the warmongers and billionaires that the people will not be intimidated and that we will remain on the streets in defense of the Palestinian people and our collective humanity. FREE PALESTINE! End the US-backed Israeli genocide in Gaza!
2025-04-06,what an idiot you are  was Hamas occupying Israel or Israel occupying Gaza and the West Bank - you Christian Zionists were butchering Jews when Hitler was around - you just changed your victims but you are racist scum underneath
2025-04-06,Threats to Israeli/U.S. Interests - HIGH threat level  White House: Trump blames Hamas for aid worker deaths in Gaza IDF strikes. NSC spokesperson: Trump understands Hamas' use of ambulances and human shields creates 'impossible situation' for IDF. Hamas TerroristTactics
2025-04-06,Notice how the racist Chabad princess makes sure to use the photo that associates Khalil (Gaza) with the supposedly deranged libtard (But the most retarded part is thinking '86' means to kill lol)
2025-04-05,Except they were and some were even UN staff. This is normal in Gaza
2025-01-15,We the Student Movement for Palestinian Liberation commit to the fight ahead. We will not rest until we achieve divestment secure an arms embargo and end the siege on Gaza.
2025-04-06,There is a massacre in Gaza!!! RafafOnFre   GazaGenocide Gaza GazaHolocaust FreePalestine
2025-04-04,That's totally not true. It's almost exclusively children ages 0-9. The real Islamists are even in Gaza
2025-04-06,There is a journalist burning on fucking live feed in Gaza right now and of course this is supposed to be normal.
2025-04-06,Israel's military changed its initial account over last month's killing of 15 emergency workers in Gaza which has sparked calls for an independent investigation
2025-04-06,Those in Gaza who aren t directly bombed by Israel are being starved to death as Israel prevents humanitarian aid to get through.
2024-11-21,Sarah Lawrence College NY TAKE A BUILDING CHALLENGE UNDERWAY: An autonomous group of students have started a Gaza Solidarity Occupation in Westlands calling on the college to DISCLOSE their financial investments &amp; DIVEST FROM DEATH. Show out to South Lawn today to support!
2025-04-06,Iran's IRGC releases a Threatening &amp; Intimidating AI Video! CrippleALI Has Spent Over $350bn to Support Terrorists &amp; Rogue Regimes In Somalia Syria Lebanon Gaza Yemen JS &amp; Iraq. Russia Ukraine US France Canada Germany England Israel Egypt Turkey Qatar
2024-10-07,The American University in Cairo Today a year into the genocide in Gaza AUC students climbed to the rooftop of the SSE building during assembly hour to raise two banners so all campus could see. The 1st banner reads: ONE YEAR OF GENOCIDE The 2nd reads: Today it's
2024-11-22,from our Sarah Lawrence comrades: SHAME! On Day 2 of our Gaza Solidarity Encampment Sarah Lawrence Campus Safety officers inspected the tents of students and imposed unfair ID checks on our students and campus community.  FREE PALESTINE LONG LIVE DAR AL-FAYOUMI GLORY TO
2025-04-06,Global strike out FreePalestine StopGenocideInGaza Gaza strike GlobalStrikeForGaza
2025-04-06,Free Phalastna Free Gaza.
2024-11-21,ALL OUT TO SARAH LAWRENCE COLLEGE! DEFEND THE STUDENT INTIFADA! For over 400 days our institutions have ignored the genocide of our people in Gaza we DEMAND that they disclose their financial investments and they DIVEST FROM DEATH Rally to Demand Disclosure Divestment
2024-10-17,Chag Sukkot Sameach! Scenes from Gaza solidarity sukkahs across the country Pictured here in order: Brown Northwestern UChicago and Columbia
2025-04-06,Undersecretary of the Ministry of Health in Gaza: During the war 52 deaths among children were recorded due to malnutrition and we are facing new numbers unless food supplies are allowed in.*
2025-04-06,warning don't watch this if easily upset. Last Mayor of Gaza tells what Hamas is like compared to ISIS.
2025-04-06,International calls for a global strike on Monday April 7 in solidarity with Gaza and in rejection of the ongoing Israeli massacres against Palestinians.
2025-04-06,Israel is committing genocide in Gaza
2024-12-31,While the U.S. Empire and the Zionist entity increased their aggression against our families and loved ones in Gaza and across the region the Student Movement across the world stood up and fought back against their institutions' complicity in genocide.
2025-04-06,After incitement by Israeli media calling for his death journalist Hassan Salih was targeted in an assassination attempt by Nazi Israel.
2025-04-06,Hey madam. Big fan of your work. Do you care to comment on the Christian ethnostate brewing over here and the new age alt-right fascism growing across the globe or the genocide in Gaza instead of making your way through the alphabet to shit on innocent people all day?
2024-11-15,Tufts has bent to the zionist donors of this school but its students will not. We are asking the students of this university to hear the cry of Gaza and re-commit themselves for the fight towards divestment. Together we will help create a free Palestine within our lifetimes.
2025-03-12,While the US ramps up its militaristic repression at home it is enabling the Zionist entity in cutting off electricity to Gaza. This is what Mahmoud was protesting against. American fascism and Zionism go hand in hand.
2025-04-06,May they experience the same God willing. May the bodies that lie beneath the rubble haunt those bulldozing &amp; ethnically cleansing Gaza IsraeliWarCrimes StopGenocideInGaza FreePalestine
2025-03-05,US has held direct talks with Hamas over Israeli hostages in Gaza White House confirms
2025-02-20,Hamas is handing over the first bodies of Israeli hostages held in Gaza Follow updates:
2025-04-06,When massacre of Muslims taking place in Gaza I'm horrifying to read Muslim priorities other then this on social media please voice for this unlawful killings in GAZZA
2025-01-20,Sanctions for the Gaza Solidarity Encampment are set to come out within the next few days. Hind's Hall disciplinary hearings begin next week. We must pressure Columbia to drop ALL sanctions and dismiss all charges against pro-Palestine protestors before final decisions are made.
2025-01-17,If the destruction of libraries universities and archives in Gaza is not in the interest of history what is?  AHA members: cancel your memberships. An institution that turns its back on education cannot pretend to serve history.
2025-04-06,Fvck Pershing Square KINCAP shorts equities LOOOOOOWWWWWWEEEEERRRRR Disgustingly So Lower than your worst nightmare Gaza Mode
2025-04-06,While Gaza is drowning in bloodshed
2025-04-06,Don t stop talking about Gaza
2025-04-06,Gaza GazaGenocide GazaHolocaust How much longer will the rest of the World allow Israel to get away with this?
2025-04-06,URGENT To all residents of Gaza present in the Deir al-Balah area in the neighborhoods: Al-Sahaba Al-Samah Al-Awda Al-Zawaida and Al-Salah This is a final advance warning before the attack! For your safety you must move immediately south to the known shelters in
2025-04-04,The footage from Gaza is several order of magnitude worse than the footage of the holocaust Vietnam and even Dresden combined.
2025-04-06,Everyone already knew Trump s position on Gaza. The bad part is that the Kamala s position was no different.
2025-04-06,Sincerest apologies to this person for having to deal with the (hypothetical?) problem of explaining to their kids what 'shit rentals' and 'pingers' are (although with what's going on in Gaza you might think there are some more challenging things to explain to kids rn than that?)
2025-04-06,BREAKING Egypt closed the Rafah crossing gate on the Egyptian side of Gaza Strip with a long concrete wall
2025-04-06,I might be the next martyr This is our reality this is the voice of Gaza. How long will this nightmare last?
2025-04-06,Israeli airstrikes kill 44 Palestinians in Gaza
2025-01-19,As the ceasefire begins we honor the incredible resilience and sacrifice of the people of Gaza. Let s continue to support mutual aid efforts and organize to eradicate Zionism on our campuses. Our work has only just begun.
2025-04-06,An Israeli bombardment on a group of Gazans in the Al Tuffah neighborhood northeast of Gaza left 11 dead including nine children according to the enclave s civil defense and Palestinian media via Telegram.
2025-03-20,As the genocide continues in Gaza students remain steadfast in their solidarity with Palestine. Learn more:
2023-10-14,Between Jakarta's poor air quality my allergies and continuous horrific updates about war crime in Gaza I didn't get much sleep last night. Other than praying donating and amplifying the underreported ground truth what else can we do? PalestineGenocide
2024-12-17,The Israeli air and ground strikes on Gaza have resulted in over 50 deaths including children a cameraman from Al Jazeera and Civil Defence personnel. The casualties reflect the ongoing violence in the region.
2025-04-06,Shout out to Karachi merchants striking for Gaza while we host Netanyahu in Washington.
2025-04-06,Hamza Abu Issa Another beautiful child from Gaza beheaded by IDF airstrikes using U.S.-made bombs adding to the ongoing massacre of over 30 000 children killed by sophisticated weapons in plain view of the world.
2025-04-06,Only two scenarios will come out of this meeting. It s either Trump will force Netanyahu to end the war in Gaza or they will make a decision on possibly bombing Iran later this week.
2025-04-06,Sadly they cannot trust anyone in Gaza so I don t blame them for rather safe than sorry situation.
2025-01-25,95% of Gaza's schools have been destroyed. Youth already deprived of 3 years of education due to COVID-19 and war now face a 30% drop in future earnings. This isn t just an attack on education it s an attack on an entire generation s future.
2025-04-06,They've made Gaza a death trap both physically and mentally
2025-04-05,It is standard procedure for IDF. Medics and civil service journalist and police in Gaza are true heroes that will never have Hollywood movies made about them.
2025-04-06,Gaza Israel killed a mother and her three daughters in an Israeli raid in the south of the Gaza Strip. By bombing their tent
2025-04-06,BubbaNews: I m not sure what s going on here. Egypt tonight just closed the Rafah crossing gate on the Egyptian side of Gaza Strip with a long concrete wall. Something doesn t add up.
2025-04-06,REP. AL GREEN VOWS TO IMPEACH TRUMP WITHIN 30 DAYS OVER GAZA REMARKS Rep. Al Green (D-TX) declared he will introduce articles of impeachment against Trump within the next 30 days accusing him of being unfit for office and citing his controversial Gaza comments as
2025-04-06,I have shared news of Israeli war crimes &amp; CrimesAgainstHumanity since 2012 12 years before you started posting on X - in fact I witnessed them first hand when I lived in Gaza. And I will continue to share Israeli CrimesAgainstHumanity until Israeli criminals are executed.
2025-04-06,A MAN BEING BURNT ALIVE AFTER BEING BOMBED BY ISRAEL GazaHolocaust GazaGenocide Gaza
2025-01-28,Please donate to and share the BRISMES Fund for Higher Education in Gaza an initiative to help support the reconstruction of higher education in Gaza in accordance with the declared priorities of the Emergency Committee of Universities in Gaza
2025-04-06,Is This The World We Created?  It is all a part of the same phenomenon. Western governments actively assisting genocide in Gaza; attacks on benefits for the disabled; a deliberate official narrative of Russophobia; rampant Islamophobia boosting the rise
2025-04-06,The fact that people really seem to think there's a lot of daylight between the trump and Biden policy on Gaza is actually insane.
2025-03-13,For the past 13 days and during the holy month of Ramadan Israel has refused to allow the entry to any humanitarian aid into Gaza. At the same time Zionist attempts to ethnically cleanse the West Bank have intensified. This month and every month we will continue to show out
2025-04-06,The news from Gaza is utterly horrific. From the West Bank too. And from Lebanon. The over militarisation of any country leads inevitably to invasions and then to world conflict. Is this what those who support the above want? Is that what you voted for in the UK and US?
2025-04-06,I've been speaking up for Palestinians for 30 years But Hamas is a major PROBLEM for Palestinians Hamas went to Israel and KIDNAPPED women children and elderly people and took them back to Gaza And Hamas evil actions caused Gaza to be bombed and destroyed
2025-03-18,Israel announces extensive air strikes on targets in the Gaza Strip the largest attack since January s ceasefire came into effect
2025-04-06,Another Journalist in Gaza
2025-02-08,Three Israeli hostages handed over by Hamas in Gaza as more Palestinian prisoners to be freed under ceasefire deal - follow live
2025-04-06,Tens of thousands of Moroccans have taken to the streets to protest against Israel s punishing assault on Gaza and its people also directing their anger at the United States and its support for the 18-month-long war despite Israeli war crimes.
2025-03-18,Israel's Prime Minister Benjamin Netanyahu says Israel has resumed combat with full force after deadly Gaza strikes adding this is just the beginning Follow live:
2025-03-23,The number of Palestinians killed by Israel in Gaza surpasses 50 000 says the Hamas-run health ministry
2025-04-05,There is no 'war' going on in Gaza.
2025-04-06,Civilians from Gaza invaded Israel along with Hamas to rape murder and kidnap Jews. October 7 2023
2025-04-04,I know. I can try to explain my thoughts. Everything Zionists and Jews have touched is coming into question. Israel with the help of the media is really fucking up the fabric of society and Gaza is having ripple effects in every corner of then planet. This will not end well
2025-04-06,How was their operational security prior to all those pagers detonating the next day when the ICOM's went boom when Nasrallah went see Allah or during the HR Ops in Gaza? You used a crap example got called on it publicly and are struggling to validate it.
2025-04-06,STOP BOMBING GAZA STOP TARGETING JOURNALISTS
2025-04-06,BREAKING: A Palestinian journalist reports that Israeli forces directly struck the journalists tent at Nasser Hospital in Khan Younis southern Gaza Strip.
2025-04-06,War's toll on Gaza's children  via
2025-04-06,Israel Leveled Gaza Then Killed the Drone Journalists Who Showed it to the World Only drones can begin to capture the scale of destruction in the Gaza Strip. The journalists doing it were targeted again and again.
2025-04-06,Rockets from Gaza fired towards Ashdod and Ashkelon for the first time in months.
2025-04-06,The Chicago surgeon treating wounded in Syria Ukraine and Gaza  via
2025-04-06,Trump s Pick for Israel Ambassador Leads Tours That Leave Out Palestinians and Promote End of Days Theology Trump wants Gaza for real estate deals but Mike Huckabee s all-inclusive Israel tours erase Palestinians for a higher purpose.
2025-04-06,The Guardian provides a full account of diabolical war crime. Israeli military changes account of Gaza paramedics killing after video of attack
2025-04-03,Yeah but nothing on the scale we are seeing now. In fact what is going on in Gaza has no historical precedent. It is unique. Even ww2 the Nazis had a 6% child kill rate. Israel is now at 46%
2025-04-06,BREAKING: The Israeli military is reportedly carrying out a large-scale invasion across the West Bank ahead of tomorrow s general strike protesting the genocide in Gaza. Drop Site contributor  says Israeli forces are raiding Qalandia Jalazone and Am ari refugee
2025-04-04,I've seen more than 20 real Muslims die in Gaza their bravery is unquestioned. So it's more than 20 but I see what you mean
2025-04-04,Obviously the footage I sent you is only a fraction of the Gaza footage but it gives you a very clear picture.
2025-04-06,The holocaust in Gaza just keeps accelerating. Another journalist targeted by the ZNazis.
2025-04-06,Yes and? Maybe that s by virtue of all the stuff they ve done and were planning to do Does being MP give an absolute immunity to go anywhere you want especially on a hatred pet project like Gaza? Want the hostile stances; face the consequences. That s how it s always worked
2025-03-18,The genocide never ended and we will never be silenced. We continue to stand with our brothers and sisters in Gaza in the face of this continued onslaught. AllEyesOnGaza GazaUnderAttack
2025-04-06,Dupes manipulated by the Muslim Brotherhood captured on video. Everyone of our cops should spend time with the IDF in Gaza to learn how these terrorrists roll. Frigging ridiculuous.
2025-01-01,As healthcare workers and students we have a moral imperative to use all available resources and channels to ensure the safety and protection of healthcare workers in Gaza particularly Dr. Abu Safiya whose life and work are in immediate danger.
2025-04-06,Yemen reports 6 deaths in US air strikes Netanyahu orders new attacks on besieged Gaza as Tel Aviv's genocidal war on the blockaded enclave enters its 548th day Follow our live coverage
2025-01-19,Israel's PM Netanyahu says Gaza ceasefire delayed until Hamas provides a list of hostages to be freed
2025-02-14,Hamas names three hostages to be released from Gaza on Saturday including US Russian and Argentinian dual nationals
2025-02-11,Israel will end the Gaza ceasefire if Hamas does not release hostages on Saturday PM Benjamin Netanyahu says Follow live:
2025-04-06,They didn't slaughter mainly children ages 0-9 in Afghanistan anywhere near Gaza. You are making things up.
2025-04-06,Im comparing Oct 7 footage to Gaza war footage. Duh
2025-03-18,Over the past two months the Zionist state of Israel has continually violated the provisions of the ceasefire agreement acting with impunity and the full backing of the imperialist Western world. Now the Zionist entity is continuing the genocidal bombardment of the Gaza Strip
2025-04-06,The IDF changes it's story
2025-04-06,Thousands of protesters gathered today near the Israeli consulate in Istanbul Turkey demanding an end to the ongoing Israeli genocide against Palestinians in Gaza.  Telegram:  X:
2025-01-30,Two more Israeli hostages and five foreign nationals handed over to Red Cross in Gaza Israel's military says - follow live
2025-04-06,The Israeli Air Force carried out a precision-airstrike earlier on the central Gaza Strip targeting a Hamas rocket launcher that fired 10 projectiles last night against the cities of Ashdod and Ashkelon in the south of Israel thankfully not resulting in any serious injuries.
2025-01-25,Four female Israeli soldiers held in Gaza handed to Red Cross in second hostage release of ceasefire deal
2025-04-06,President Macron's 48-hour Cairo visit includes talks on Gaza a summit with Jordan's King Abdullah and a visit to the Grand Egyptian Museum
2025-02-05,President Trump suggests the US could take over Gaza in joint news conference with Israeli PM Netanyahu Follow live
2025-01-19,Ceasefire goes into force in Gaza after delay over list of first Israeli hostages to be freed by Hamas
2025-01-27,Thousands of Palestinians begin returning to north Gaza after deal is reached to free Israeli hostages - follow live
2025-04-06,Breaking | A devastating airstrike by Israeli forces has targeted a journalists' tent near Nasser Hospital in Khan Younis southern Gaza resulting in multiple deaths and injuries
2025-04-06,Gaza ceasefire collapse: UNRWA
2025-01-30,First of three Israeli hostages to be released by Hamas on Thursday handed over to Red Cross in Gaza - follow live
2025-01-19,Photo shows British-Israeli hostage Emily Damari reunited with her mother for the first time since being released from Gaza - follow live:
2025-04-04,It's your luck day. The total footage from Oct 7 is around 0.02% of the total footage we collected in total from Gaza. I know because I submitted it to the ICC in full. Here's 80 000 raw videos of mostly children and women being killed by Israel.  Also
2025-04-06,Because the PCRS isn't a British NGO and even if it was Gaza is not considered behind enemy lines it's just a city.
2025-01-19,Hamas releases names of three Israeli hostages to be released after delay postponed start of Gaza ceasefire
2025-04-06,Another Palestinian journalist killed in Israeli airstrike in Khan Yunis southern Gaza
2025-04-06,I suspect Ukraine Yemen and Gaza could be drawn out for this reason. A prolonged war is the ultimate Keynesian stimulus package. Especially in Yemen and Gaza. It is prolonging suffering to show strength maintain a strategic advantage and keep economies from failing.
2025-04-06,Israeli fighter jets launch a series of airstrikes targeting the northern areas of Deir Al-Balah city central Gaza Strip following the launch of 10 rockets from there. HamasNazis
2025-04-06,Why not? Churches in Gaza have tons of crosses and Palestinian Christians have no problem. Wtf are you talking about?
2025-04-06,Oh then the answer is because they operate many offices hospitals and musical outposts in Gaza. As does the UN. This is normal stuff they rescue people everyday
2025-04-06,Jackson Hinkle likely believes Netanyahu belongs in prison due to an ICC arrest warrant issued in Nov 2024 for alleged war crimes and crimes against humanity in Gaza like starvation as a warfare method and murder. Hinkle s post aligns with his critical stance on
2025-04-06,Nope Israel
2025-04-06,We had prepared a beautiful room for him a warm bed a home filled with safety and calm. Instead he was born into a life of exile  Opinion by Shaimaa al-Durra
2025-04-06,Breaking | A journalist was killed and several others were injured after an Israeli airstrike hit a tent at Nasser Hospital in Khan Younis southern Gaza
2025-04-06,Not even the IDF claims that. You lie
2025-04-06,No this has been thoroughly investigated and even Israel admits it
2025-04-06,If we didn t exclude those who left Gaza the population wouldn t drop by 160k since Oct 7 2023. With ~55k births and ~55k deaths it d stay near 2.2M not 2.1M. Emigration (100k) drives the big decline without it natural change is near zero. Exact numbers vary due to conflict
2025-04-06,Israel s inclusion as a terrorist group is unconventional as it s a state not a non-state actor like those I listed. The genocide debate in Gaza is polarizing some like Amnesty see evidence; others like the AJC call it self-defense. US aid ($3.8B/year + $14B in 2024) fuels
2025-04-06,Based on my analysis the claim about General John Pagri's death in Gaza appears to be fake news. There's no record of him or a Special Tasks Battalion in the U.S. Army and no credible sources confirm this event. The image's watermarks also suggest it s from an unverified
2025-04-06,Palestinian militant group Hamas said it fired a barrage of rockets at cities in Israel's south on Sunday in response to Israeli massacres of civilians in Gaza. Click the photo to read more:
2023-11-04,do what u can as simple as pray. dont stop talking about this genocide braw!
2025-04-06,Dear World It s not the Rwanda genocide. It s the Genocide Against the Tutsi. Words matter. Truth matters. Please get it right and help us protect the memory and dignity of the victims. Kwibuka31 SayTheRightName
2025-04-06,The real terrorists  Yemeni Gaza Perfect10Liners TrumpTariffs Gaza_Genocide
2024-10-29,AniesBacaBuku A Diary of Genocide
2025-04-06,Amazing vocals! Song about the genocide of the Pontiac Greeks by the Ottoman Turks.
2025-04-06,I from Malaysia along with my Uyghur brothers boycott Shein Temu Chinese products and any products that support genocide and slavery against Uyghur Muslims. Boycott American Products (owned by Zionist Jeews) is good but don't forget to boycott Chinese Products.
2024-11-24,GENOCIDE PELOSI YOU HAVE BLOOD ON YOUR HANDS. US AND SF STATE STUDENTS SAY NO AIPAC-FUNDED AWARD CEREMONY FOR NANCY PELOSI. On November 21st and as part of the international call to action USFCA SJP and SFSU GUPS held a picket line at the Hyatt Regency in protest of USFCA
2025-04-06,End Times Dystopia fueling anti-Christ End Times Genocide in The Holy Land
2025-04-06,Genocide is the industry of Israel
2025-04-06,Hats off to the most courageous Engineer IbtihalAboussad Billgates_supports_genocide Shame on you
2025-04-06,As we honor the lives lost in the 1994 genocide against the Tutsi let s commit to remembering and building a future rooted in unity and peace. Remember Unite Renew Kwibuka31
