created_at;full_text_en;label;
06/04/2025;Dear World It s not the Rwanda genocide. It s the Genocide Against the Tutsi. Words matter. Truth matters. Please get it right and help us protect the memory and dignity of the victims. #Kwibuka31 #SayTheRightName https://t.co/CEzRtxDf1f;c;
06/04/2025;I from Malaysia along with my Uyghur brothers boycott Shein Temu Chinese products and any products that support genocide and slavery against Uyghur Muslims. Boycott American Products (owned by Zionist Jeews) is good but don't forget to boycott Chinese Products.;c;
24/11/2024;GENOCIDE PELOSI YOU HAVE BLOOD ON YOUR HANDS. US AND SF STATE STUDENTS SAY NO AIPAC-FUNDED AWARD CEREMONY FOR NANCY PELOSI. On November 21st and as part of the international call to action USFCA SJP and SFSU GUPS held a picket line at the Hyatt Regency in protest of USFCA https://t.co/Ui2SnjdxA6;c;
06/04/2025;Genocide is the industry of Israel;c;
06/04/2025;Hats off to the most courageous Engineer #IbtihalAboussad #Billgates_supports_genocide Shame on you @mustafasuleyman https://t.co/0FNt8yAIZU;c;
06/04/2025;It is not anti-Catholic to hold the state of Canada to account for its genocide of Indigenous peoples and it's not anti-semitic to hold the state of Israel for the genocide of Palestinians. All states around the world must follow international human rights laws. It doesn't https://t.co/3cuG7vTQtu;c;
06/04/2025;I just signed a @theactionnet petition: Microsoft: End Complicity in Apartheid and Genocide. Sign here: https://t.co/JHbUccuMbN;c;
06/04/2025;#Genocide #Gaza #Israel #GazaHolocaust #IDF #stockmarketcrash #bbtvi #IsraelTerroristState This is a human being being burned in front of the world. The ones who burned him were the Jews. https://t.co/oGXxzcZ6GC;c;
06/04/2025;They are spineless selfish greedy maggots afraid to stand up for Auschwitz camp of Gaza daily slaughter of civilians. You re also accomplice in this genocide may be dreaming to enjoy the future riviera planned by the orange clown on the graves of Palestinians shame on you;c;
06/04/2025;X is deleting pro-Gaza accounts. Muslims are being brutally killed before our eyes. Innocent kids with dreams &amp;c;
06/04/2025;Download @boycatapp and @NoThanksBoycott to ensure that you are not purchasing items that are complicit in Israel's genocide. We do what we can with the choices that we have. We must keep ramping up our efforts. Boycott Israel. Boycott those who are related to Israel.;c;
07/11/2024;From @sjpchi JAIL SUPPORT NEEDED 2 protestors were arrested after Palestinian students and community members disrupted genocide denier and notorious sellout Yossef Haddad's event in Chicago. ZIONISTS AND CPD ARE GETTING AGGRESSIVE Mobilize to jail support now! https://t.co/D1zDQNErfH;c;
04/04/2025;@Kingsifebnthiya @S_Aljafarawi Only sick individuals will focus on the victims of a genocide and ignore those committing it. You are a sick individual;c;
06/04/2025;END THIS GENOCIDE;c;
21/11/2024;TOMORROW students lecturers professors and university staff members across the globe will refuse to attend classes or go to work. We will be bringing our institutions to a grinding halt as the struggle against Israel's genocide of the Palestinian people and against the states https://t.co/76demjWkFJ;c;
06/04/2025;@alon_mizrahi yo @veH0rny genocide is bad but so is she https://t.co/SavSRyRy3Z;c;
06/04/2025;Genocide clear as day.;c;
06/04/2025;Israel is a terrorist entity committing genocide and apartheid with the support of USA UK Europe and the coward Arab leaders. Zionists are barbaric and can't be among the civilized nations of the world;c;
03/04/2025;@yemenirambo Western university students are doing more than the entire Arab world combined to end the genocide. Except Yemen of course;c;
06/04/2025;️Yousef is EXHAUSTED from this GENOCIDE‼️ Food and water are rare and very costly. With your help he can SURVIVE and his family too. Please DONATE TO HIM AND SHARE.;c;
08/10/2024;The pro genocides don't have any argument to justify why they do support genocide instead of humanity &amp;c;
04/04/2025;@vishalsingh_oo1 @argfootball2025 Muslims in India don't support the genocide though generally speaking;c;
06/04/2025;In the near future it shouldn't surprise anyone if States take actions against people like this. Sowing discord and promoting the genocide of my people while having a massive online following? That's a national security threat;c;
13/03/2025;As we watch students across Turtle Island mobilize in response to Mahmoud's illegal detention we are reminded of what Mahmoud was detained for organizing against the genocide his people and for the liberation of his homeland.;c;
06/04/2025;Stop Genocide stop killing of innocent people of Palistine Oic wakes up when you wake up when they attack you Be a Responsible Muslim a good Muslim. https://t.co/s5CrjtJTWy;c;
03/04/2025;@hasanthehun @GregCasar All noise to distract from the genocide they are committing.;c;
04/04/2025;@HimuraKhalid Very true. Don't you think he will have more mercy for those that take action to stop the genocide as opposed to those who could have done something but did not?;c;
28/10/2023;This is not a war it is a crime against humanity this is genocide. We are the voice of Palestine now. Pray for them now FREE PALESTINE!! 🇵🇸🇵🇸🇵🇸 #.FreePalestine #.CeasefireNOW;c;
06/04/2025;Criminal attack;c;
06/04/2025;Because I vehemently oppose genocide apparently I am anti-Semitic and an extremist. It sounds crazy because it is crazy. #IsraelTerroristState;c;
06/04/2025;They even work with Israel. It's just being useless to stop genocide it's being complicit in the murder and torture of Palestinians. Shame. Shame on them. Shame on those who follow them. Would you follow evil murderers &amp;c;
06/04/2025;Just look at the devastation that #RussianBarbarians have done in #Ukraine.. How long will leaders of the world allow this #genocide to continue? #PutinIsAWarCriminal... #MagaAreMorons....;c;
06/04/2025;Not true at the protest I was at there was a sea of Free Palestine flags keffiyehs and just about each speaker mentioned the genocide.;c;
04/04/2025;@Kate_RMN @MedicalAidPal @TheBMA A Zionist organizations cancelling someone is nothing new. Be wary of those who pay memberships to these groups who cover for genocide;c;
06/04/2025;it s so crazy to be #5 in happiness while also committing a genocide 20 miles away;c;
06/04/2025;@dragonball1488 @gghamari Israel s inclusion as a terrorist group is unconventional as it s a state not a non-state actor like those I listed. The genocide debate in Gaza is polarizing some like Amnesty see evidence;c;
06/04/2025;Oh JFC Russell ReBrand you are fucking embarrassing The only reason this is EXTRAORDINARY is because it s absolute Joseph Goebbels Machiavelli-level propaganda. The US is actively jailing disappearing and deporting people who speak up against a USRAEL genocide and he s https://t.co/Qvfkxb771C;c;
06/04/2025;Nothing like NOTHING provokes me more than Zionists thinking they ate after saying free Palestine form Hamas;c;
06/04/2025;Moral of the story: israel is Reducing the number of children in Gaza with the aim of preventing them from joining the resistance in the future . This is why they bomb them every day and we haven't seen any hamas fighter been killed in battles . open your eyes world. Its planned;c;
05/04/2025;@AdjunctAgent @caseysplaice @Israel @IDF @IsraeliPM @IsraelWarRoom @israelpolice But Israel specially kills Palestinians not Hamas. Ages 0-9 to be exact https://t.co/YIhEuqKEwL;c;
06/04/2025;@ColAndersmit @Ahmed_hassan_za A point well taken and believe it or not I agree with you on THAT point. Instead of targeting HAMAS Israel went indiscriminate - just flattened everything. THAT is where they went terribly wrong and THAT got them hated world;c;
06/04/2025;@FareedZakaria @barak_ehud Palestinians are being ruthlessly Crucified because of HAMAS. But Palestinians are not HAMAS. There are millions of Innocent Palestinians who are not even interested in these Stupid Politics of War between Israelis and Hamas. Wh;c;
06/04/2025;I bet IDF killed him. there are no hamas left in gaza... its just IDF and civilians.. mostly kids. or he was killed being Israels explosive removal teams.. cause they dont do that.. tRump gave them our guys for that task.;c;
07/05/2024;Despite reports that Hamas is willing to accept a ceasefire deal the zionist entity presses forward with its blood-soaked plot. Make no mistake: in their eyes this is the final solution to the Palestine question. The zionist entity aims to wipe Gaza off the face of the earth.;c;
06/04/2025;BREAKING: Hamas have been firing Rockits at Isralei Gaza just fired 10 rockets towards Israel with one intention only to kill as many Israeli civilians as they possibly can. It's been 548 days and Gaza still has rockets. Read that again;c;
06/04/2025;Have @MarkJCarney and the @liberal_party been bought off by Islamist Extremists Hamas Supporters and Radical Islamic Jihadists in Canada? It is HIGHLY SUSPICIOUS that the Federal Government are permitting these throngs to destroy Jewish businesses and property shill AGAINST;c;
30/07/2024;A little girl her once beautiful face disfigured by skin disease ravaging children due to pollution and the lack of medicines that the Israeli occupation prevents from entering Gaza. https://t.co/fylGdXG5KH;c;
30/05/2024;What is All eyes on #Rafah 🇵🇸 mean? Rafah is in crisis. After 236 days of suffering Palestinians were forced to flee their homes for makeshift tents in Rafah promised as a 'safe zone' by Israel but even there they face brutal attacks. https://t.co/MpgfS4PMxp;c;
29/11/2023;A recently launched app helps people identify products from Israel allowing them to make informed choices and avoid supporting genocide. https://t.co/56yNyjoRss;c;
06/04/2025;Fuck Israel !!;c;
06/04/2025;Baby Killers @Israel #GazaHolocaust;c;
06/04/2025;Fuck Israel ...;c;
01/11/2023;Israel has no regard whatsoever with the lives of the native Palestinian population on whose land land they occupy. #Jabalia #Gaza https://t.co/iQawirsPWn;c;
15/11/2023;In Hebrew it says philisteenah. That is Palestine.;c;
01/08/2024;Israel-Palestine: No sovereignty No two state solution... https://t.co/f1GsMmZbHL;c;
11/01/2024;Palest. in #Gaza are entitled to exist. To situate the rights to exist.What is happ. in Gaza entails a destructive act by an occup. Pwr that has subjected the Palest. ppl for violations of self determination for 1/2 a cent. Israel for years has regarded itself as above the law https://t.co/WZdHpIfMDV;c;
09/01/2024;Israel will be destroyed Jerusalem and Gaza will be free. ⭕ This is the promise of Allah. You don't have a doubt. ⭕ Keep our feet and heart intact. https://t.co/jvb08ahwns;c;
02/01/2025;According to 1zrae1i officials they will not rest until they do to the P1estinians what H!tler wanted to do to the Jews! Guess what that makes them? https://t.co/K1g4KD6vVv;c;
04/09/2024;The message to 1sr@el is very clear: Get out of P@1estine it is NOT your country. https://t.co/ZkcbEaARLG;c;
06/04/2025;From the river to the sea Israel will be free ( from their existence);c;
06/04/2025;Ummah needs to deal with Zionistss quickly for Palestine with whatever power and tools available with you. Ignore your coward and traitor leaders.;c;
14/10/2024;N @z1 1sr@el is burning P@1estinians alive. N@z1 Germany put Jews in gas chambers. If 1sr@elis are bothered by being called naz1$ then they shouldn't act like n@z1s or even worse! https://t.co/JQpScmt4xM;c;
06/04/2025;Fuck Israel x America;c;
06/04/2025;The arc of justice is bending towards the people of Palestine;c;
09/12/2024;Israel Ngeb bombs Syria Stop Silent Stop Ignorant Keep Boycott! https://t.co/agjm1z9gw7;c;
06/04/2025;Expel the Israeli Ambassador. Boycott Israel. Arms embargo to Israel now. Call upon the @UN @CIJ_ICJ and @IntlCrimCourt to act now. Justice delayed is justice denied.;c;
01/05/2024;Hey zionists It's PALESTINE 🇵🇸. Israel is an imaginary state https://t.co/ALJQoA8IpS;c;
06/04/2025;The scale of terror Israel has inflicted is beyond anything else in human history.;c;
03/12/2023;@HananyaNaftali Israel Defense Forces are the worst you got the point dude;c;
21/06/2024;The Republic of Armenia officially recgnizes Palestine as an independent state. 🇵🇸 https://t.co/6N5FUdoxzo;c;
26/06/2024;The ongoing bombardment of Palestine is intensifying daily bringing even more destruction and suffering. Citibank's partnership with Israel plays a direct role in supporting the genocide in Gaza. https://t.co/PizVo9HRbH;c;
06/04/2025;@changeme711 @SilentlySirs It DOESN'T Matter Fucking Israel Are KILLING PEACEKEEPER'S &amp;c;
30/03/2025;1$rael is interested in Piece not in Peace. A piece of Palestine🇵🇸 A piece of Lebanon🇱🇧 A piece of Syria🇸🇾 A piece of Egypt🇪🇬 A piece of Jordan🇯🇴 A piece of Iraq🇮🇶 A piece of Saudi Arabia🇸🇦 https://t.co/YaMiAkjVOc;c;
24/09/2024;STUDENTS: In light of Israel's recent attacks on the people of Lebanon join and organize contingents for emergency mobilizations in your locale! As we near one year of genocide on Gaza we are reminded that the United States will continue to allow Israel to violate every norm https://t.co/PlXYwhBzCA;c;
06/04/2025;Peter Dutton is the worst thing that happened to Australia. How that racist bigot can be a candidate. What a shame for Australia.;c;
06/04/2025;Is this @AlboMP and @SenatorWong the line where you will condemn @Israel @IDF and @netanyahu for the slaughter of these beautiful children or are you still ok with unconditionally supporting Israel? Voters would like to know what it will take for you to finally place sanctions;c;
06/04/2025;Israel is the Devil if a Devil exists JFC!!;c;
18/01/2025;MASS MURDERERS. PURE AND SIMPLE. ISRAEL IS AN ABOMINATION AND PARIAH STATE OF OUR TIME. The Zionist project propped-up by US UK and EU will never be legitimate ever again. As unapologetic purveyors of genocide Israel as a political entity will never be welcome again as a;c;
06/04/2025;buried alive with their feet bound . Does Israel have the right to commit War Crimes? @Keir_Starmer are you still offering Israel your unconditional support? #GazaGenocide #WarCrimes #TheHague;c;
13/01/2025;THIS IS THE SICK SADISTIC STATE OF ISRAEL - IT S ALREADY BEYOND THE PALE.;c;
13/12/2024;repost from @GUPS_SFSU on IG DIVESTMENT IS NOW PERMANENT. FOLLOWING OUR ENCAMPMENT PROTESTING SF STATE'S COMPLICTY IN ISRAEL'S GENOCIDE OF THE PALESTINIAN PEOPLE SF STATE DIVESTED FROM LOCKHEED MARTIN CATERPILLAR LEONARDO AND PALANTIR. AS OF TODAY THESE WINS WILL NOW BECOME https://t.co/9oSXxdZbyl;c;
06/04/2025;Israel has repeatedly attacked Palestinian children and yet @PierrePoilievre spews Israeli propaganda to demonize to UN relief for victims of Israel's decades-long apartheid and genocide. He lacks the moral compass to lead the nation and will prioritize Israel🇮🇱 BEFORE Canada🇨🇦.;c;
06/04/2025;Israel: we're not withholding humanitarian aid. Reality:;c;
13/11/2023;Netanyahu is continuing with the strategy that led Israel to the abyss: pushing the PA into a corner in order to shoot down any option for a two-state solution collaborating with settler parties and setting the region on fire | Haaretz Editorial https://t.co/dPetYXMAxQ;c;
06/04/2025;The list of Israel's lies are just too numerous. Yet some people would still back Israel. Even as it intentionally murders children &amp;c;
06/04/2025;Keep opening your big mouth 60 minutes your time is short you're mocking God those who curse Israel will be cursed;c;
06/04/2025;@ChazC0nway @EYakoby He doesn't find beheaded babies livestreamed everyday horrifying but he finds a flag horrifying Tells you everything you need to know;c;
06/04/2025;i think cultural boycotts of both israel and russia is the right move here;c;
06/04/2025;America is such a lark. When innocent Americans are murdered by some weird serial killer they'll deploy all resources to track the person down and stop them. At the same time they and their partner in crime Israel murder innocent people day in and day out. Joke of a country.;c;
02/11/2023;Myself and everyone I know comes back disgusted with Israel.;c;
06/04/2025;What kind of a scum sadist is it who abuses a little girl like this? Answer: An ISIS/da'ish scum sadist of the zionist so-called free #syria;c;
11/10/2023;The Palestinian people are not Hamas. What Israel has done against Palestine has no forgiveness even the God they profess. The extermination of a poor nation and looted in the 21st century without the ability to defend itself is an unimaginable crime. #PajaSineunderattack https://t.co/j0kkw5l735;c;
10/04/2024;@JordanSchachtel If you're honest you'll admit that every single Palestinian Christian or otherwise lives in the State of Israel. There is no true autonomy. As for the ones in the West Bank and Gaza? Israel is exterminating them.;c;
13/10/2023;Local Local Pashtuns of Waziristan Pakistan promised to travel to Palestine join Jihad and fight the Israeli forces. They say they are ready to sacrifice everything and need no support or help from anyone but Allah. In addition https://t.co/67684zmhti;c;
06/04/2025;Palestinian foreign ministry condemns the death of Omar Rabea calling it an extra-judicial killing amid ongoing violence in the West Bank ⬇️ https://t.co/FQfzIeeMVD;c;
24/08/2024;More than a thousand Palestinians support the concept of Islamic Isis who like to cut the head of non -Islamic people and refusing to change to Islam and will enforce the law of Shariah. I think you are looking for a dead. After a while, we will see Woke and the Palestinians wave the isis flag.;c;
06/04/2025;Israel intentionally targeted and bombed the journalists tent in #KhanYounis.;c;
13/05/2024;ENCAMPMENT AT TU EINDHOVEN Students have occupied a part of TU/e campus to demand that their university cut ties with Israel. Join the students now! Bring tents sleeping material food and water Follow @ eindhoven.encampment on Instagram for updates;c;
06/04/2025;Imagine a government not liking what you post online so they bomb your house. That s what Israel has been doing to journalists for 550+ days straight and has killed over 211 journalists so far.;c;
03/08/2024;@mishtal Israel is anything but democratic. It s a settler colonial apartheid state and everyone who claims otherwise should go back to school. Israel is the #1 problem in the Middle East. Erase the red dot!;c;
01/05/2024;Palestine Israel conflict concerns about 1 per thousand of humanity. That 1. May Demo fully fixed on it: completely reality. Reason: replacement nationalism and hatred of only Jew. State. For freed world society without nation anti -Semitism and racism! #B0105;c;
06/04/2025;Funny I used to hate Candace but her return to reality and the way her humanity shows in the face of Israel slaughtering babies children and mothers daily she s become watchable to me. Life s strange like that!;c;
08/10/2023;Israel is not just another random state in the Middle East . It s a rogue state. An international hub of criminals. A master of subversion sabotage and manipulating Western politics. Its end would be nothing but a blessing for the West.;c;
03/11/2023;The pal3stin3si, on the other hand, do not have the luxury of escaping because the edges are full of soldiers ready to kill them and the only airport they had been destroyed in 2001 2002 and then 2004 by - Guess who? The Isra3lians !!;c;
26/06/2024;REVIVE THE BOYCOTT MOVEMENT In the early years of Al Nakba the Arab League's boycott pressured the US to limit arms supply to Israel. It's time to reinvigorate a comprehensive global boycott and hold these financial institutions accountable.;c;
22/06/2024;June 18 marked the commencement of the 56th session of the Human Rights Council. The same UN experts monitoring Israel s brutal occupation and genocide in Gaza are now looking into the human rights violations of US college students for protesting that genocide. We will not be;c;
14/12/2023;The letters on the table: Israel does not want the solution of two states. He wants one of his from the river to the sea. With the land of Palestine but without its population.;c;
13/05/2024;Jonathan: Free free Palestine! Sumayyah: Over 40 000 Palestinians killed by Israel. Say what: Free free Palestine!;c;
12/05/2024;Demands from the Duke students flyer: We call on Duke to DISCLOSE its financial investments in Israel DIVEST from companies profiting from the occupation of Palestine BOYCOTT academic partnerships with Israeli universities and SPEAK in favor of an immediate ceasefire.;c;
07/10/2023;I am reading and talking to those who live in the region the Palestinians attacked Israel in a cowardly manner shot the elderly at the bus points entered homes and shot families hijacked elderly vilified corpses and are now advertising Barbarie that;c;
15/10/2023;War criminals. The Israeli army ordered 1 1 million Palestinians to leave their homes and then killed many of them while trying to follow that impossible order.;c;
06/04/2025;Nothing scares Israel more than the camera and the truth. Since the ceasefire they ramped up their targeting of journalists and today the targeting of a tent where journalists gather near the Nasser Hospital.;c;
