created_at;full_text_processed;label
04/11/2023;til that under international law israel an occupying force in gaza the right to defend gazans an occupied people facing genocide the right to defend sending weapons to a government commiting human rights violations illegal;c
13/01/2024;israel a right of selfdefence under international law un special rapporteur explains israel cannot claim the right of selfdefence against a threat that emanates from the territory that it occupies;c
26/01/2024;under international law israel an occupying force the right to defend against those it occupies;c
24/10/2023;according to international law the people of palestine a legal right to armed resistance against occupation;c
02/12/2023;israelis right according to any law in the world to defend they simply an occupying force in palestine only the law of gangs allows this while the palestinians the full right to armed resista;c
02/12/2023;israelis right according to any law in the world to defend they simply an occupying force in palestine only the law of gangs allows this while the palestinians the full right to armed resist;c
15/11/2023;israel actually the right to defend its the one occupied great explanation of the law;c
04/11/2023;israel right of selfdefence under article of un charter to wage a war on gaza it already occupies the gaza strip the international court warned in wall case that article self defence apply to territory under israels effective control;c
06/04/2025;us weapons to israel made gazas children fly to the clouds time to pray for gaza over now its time to ask forgiveness for gazagenocide gaza_the bombard;c
03/04/2025;pray for the palestinians pray for peace pray for the end of israel terrorism;c
06/04/2025;we helpless weve choice but to pray for allahs wrath upon israel amp;c
04/04/2025;inshallah syria will rise up inshallah the entire region will i know how or when but i pray for it israel must stopped;c
05/04/2025;israel a terrorist state pray for palestine;c
03/04/2025;my god i pray everyday israel suffer a worse fate for theyve done same with our socalled leaders;c
04/04/2025;damn you israel i pray for retribution with the end of israel jews the st century nazis;c
04/04/2025;ceasefire isnt i considered a solution in gaza i only pray for destruction falling and horrific death to israel kind of peace deal we going to see again they killed and bombed thousands and thousands of women and children after all this they gonfree;c
06/04/2025;please pray for gaza innocent peoples israel destroy gaza city where humanity gaza needs helps gaza calling for help;c
04/04/2025;such a beautiful starry night in lahoremakes me pray for the downfall and destruction of israel and its doggy america;c
06/04/2025;praying and wishing for israel downfall i pray it disappears from the face of the earth and all the monsters involved disappears with it;c
24/03/2025;yes they and this why there groups of hundreds of thousands of israelis that make fun of dead children on telegram ive never seen anything quite like it jews could pray just fine for centuries in the holy land pre zionism;c
03/04/2025;there war in gaza only israel bombing they already destroyed killing defenseless amp;c
07/10/2024;pray for the palestinian hostages held by israel that sodomised to death in their dungeons pray for the children that israel kidnaps and rapes;c
01/10/2024;pray for israel yes pray for israel to stop committing genocide and stealing people land;c
02/11/2023;prague czech republic shows unwavering support for israel watch the spirited gathering at old town square standwithisrael;n
16/01/2025;when the world watches in silence will you show where you stand respond with flag and let voice seen standwithisrael;n
02/10/2024;just the world begins to pressure us to stop help fight for the free world battle drop flag and our flag in the comments to show support standwithisrael supportisrael;n
19/06/2024;hezbollah leading the area to war israel every right to defend israelunderattack;n
26/03/2025;go stand with isreal in isreal;n
26/10/2023;princeton university stands with israel;n
12/10/2023;watch standwithus ceo and cofounder impassioned speech during a beverly hills rally in solidarity with israel yisrael chai standwithisrael israelunderattack hamasmassacre;n
26/04/2024;united with israel march led by christian organizations at columbia university bringthemhome liora lerner;n
04/11/2023;watch here you can to help the people of israel in the wake of hamas atrocities and the ensuing antiisrael hatred visit for more;n
13/11/2023;standwithus midwest chapter organized for hundreds of people to peacefully came out to support israel in northbrook illinois on november in response to a prohamas rally yisrael chai standwithisrael;n
10/10/2023;the white house lit up in blue and white in solidarity with israel tonight the us stands with the people of israel standwithisrael;n
09/10/2023;amazing video from israel countless israelis show their love to the soldiers including setting up refreshment stops they prepare to defend the country from palestinian terrorists yisrael chai standwithisrael israelunderattack hamasmassacre;n
02/11/2024;share if you stand with the people of israel;n
14/10/2024;if you support israel amp;n
14/11/2024;if youre a proud supporter of israel comment below with i stand with israel let unite together on this platform;n
09/03/2024;we couldnt said it better israel a beacon of hope and resilience destined to endure and flourish;n
01/10/2024;once again the iranian regime attacking israel directly and so indirectly for over a year via its proxies israel every right to defend now more than ever we stand with the people of israel and pray for their safety yisrael chai;n
24/10/2023;for everyone in the united states join our campaign urging members of congress to reject pressure from extremists and support israels right to selfdefense;n
09/06/2024;tens of thousands of people gathered in toronto canada to send a clear message we stand with the people of israel yisrael chai avi klein;n
09/10/2024;the naked truth;n
25/10/2024;america must stand with israel it takes action to defend its citizens from the iranian regime;n
02/11/2024;if youre backing israel drop a comment saying i stand with israel lets come together and show our strength;n
15/03/2025;i followed you in awe and amazement with ongoing view of going on since oct th i stand with isreal;n
19/03/2025;and yet you arseholes stand with the murderous isreal;n
07/12/2024;the uk must stand with israel her enemies in a region of autocracy she shines a rare democracy we cannot abandon her;n
25/03/2025;great choice if he supports isreal most white people in south africa stand with him;n
03/05/2024;if you think we stand in solidarity with colonialism you using the israeli flag ffs you dead wrong israel continuously helping to keep us shut out of holocaust funding lol and romani in israel some of the most marginalised we stand with palestine;n
11/03/2025;trump trying to take massie out stand with massie say to isreal;n
23/03/2025;thank you and the team that brought them home;n
02/04/2025;if you stand with isreal examine conscience;n
23/03/2025;elon it time to start making the dems calling you a nazi pay they there teeth sue them all please;n
23/03/2025;waiting for it in my area soon i hope i will support anything you invent design or suggest great american musk;n
22/03/2025;israeli official warns of the growing tsunami of antisemitism christians will always stand with isreal if they dont then their real christians christians will always a sanctuary for jewish people;n
29/03/2025;this why i will always stand with isreal;n
28/03/2025;yes however i watched interview tonight with bret and you said i saying that those spitting the propaganda the evil ones and it allowed majority of us support you;n
13/10/2024;from gaza to lebanon iran and beyond all those stand for right just and on the side of good versus evil humanity versus barbarism and believe in the rule of law and dignity of life will stand with israel a bulwark of the west and our democratic values;n
23/03/2025;always;n
23/03/2025;hell yes;n
27/02/2025;raise hand if you stand with israel;n
14/01/2024;stand with israel would us believe that solidarity with october victims implies consent to the idf slaughter in gaza tens of thousands of palestinians killed or maimed millions displaced our socalled leaders complicit in this horror when will they say enough;n
06/04/2025;good morning lx must quite warm in russia right now;n
06/04/2025;philippians nlt i want to know christ and experience the mighty power that raised him from the dead i want to suffer with him sharing in his death;n
25/03/2025;great he stand with isreal whites stand with;n
02/04/2025;i seeing advertisements for the tesla pi phone this real and where can i find them to purchase please;n
25/03/2025;americans stand with isreal stop wasting our money on bs wars leaders wanted to fuck little kids;n
14/11/2023;israel a right of selfdefence under international law un special rapporteur explains israel cannot claim the right of selfdefence against a threat that emanates from the territory that it occupies that kept under belligerent occupation;n
19/10/2024;israel a right to target civilians its official the white house state department confirming;n
06/04/2025;the british left literally campaigned to keep trump out of the uk israel like any country every right to prevent whomever they want from entering they even need to give a reason again this holierthanthou pontificating so tedious now literally su;n
06/04/2025;badenoch right israel like any sovereign nation the right to control its borders amp;n
19/02/2025;we already all oct footage and after submitted to the icc you realize that it accounts for around of the total footage right;n
06/04/2025;noga an indispensable journalist there too few israelrelated reporters in english like her neither in thrall to far right hasbara to far left hadashbara that said this tweet needs to qualified the supreme court yet issued such a ruling;n
06/04/2025;israel at war it the right to decide enters its borders end of;n
06/04/2025;michael knowles a religious zionist says i really dont get all the israel hate when people on the right suddenly marching with greta thunberg amp;n
06/04/2025;funny you and i agree about almost everything but i like and admire sam on trump hes so intense ive felt he some blindspots i thought ferguson made the better points when he the show recently but sam r;n
06/04/2025;meet heba farouk mahfouz she a reporter at wapo cairo bureau and published over articles on the war since oct just days after hamas massacre the issue she supports hamas and denies israel right to exist;n
06/04/2025;one of the labour mps refused entry into israel yuan yang on oct we saw the greatest number of jews killed on any day since the holocaust here ms yang tweeted on that day absolutely nothing why she thinks she a right to travel to israel beats me;n
06/04/2025;every sovereign nation on the face of the planet the right to decide can and cannot enter their country israel exception;n
06/04/2025;good for israel one the right to enter any country every country the right to deny entry to anyone it want entering hope that helps;n
06/04/2025;yuan yang mp below right represents earley and woodley the first chinese born mp in the house of commons she called for sanctions to placed upon israel and spoken about how israel kills women and children th;n
06/04/2025;the labour party antisemitic amp;n
06/04/2025;can someone explain why russell brand gone to israel exactly will he know out there for starters;n
03/03/2025;i news for you israel the right to illegally occupy maim humiliate incarcerate mass murder and starve a people for decades israel the legal obligation to remove from an illegally occupied land and the whole wor;n
18/02/2025;the government too i love how you link me a source and the only source blinken lmao you realize the us saying this for years right;n
10/11/2024;good china the right to defend;n
15/03/2025;i think we now know the establishment lying about many things it brings history into question for many they lying about an active genocide right now in front of everyones eyes;n
06/04/2025;israel every right to say can stay and must leave the british tax payer funding their trip that trip to with their constituency or britain;n
06/04/2025;remind us how many times you spoken up about sanctioning israel every country the right to control its borders it a pity the uk the same;n
06/04/2025;israel the right to fuck;n
06/04/2025;its interesting isnt it the way the mainstream reacted to this israel a sovereign territory and the right to refuse entry to ever it wishes the real question we should asking why israel deny them access in the first p;n
23/09/2024;lebanon the right to defend that right clear and unambiguous in international law but one western leader will say so out loud yet they spent months falsely claiming israel that right in relation to gaza when it gaza occupied;n
25/10/2024;yep history book written by israeli historians wrong but person on twitter right wonder the world turned on you people;n
06/04/2025;it generally okay under international law for israel to kill palestinians the international court of justice ruled israel occupation illegal suggesting killings tied to it violate human rights laws while selfdefense i;n
06/04/2025;israel the right to that;n
06/04/2025;plenty of foreign politicians denied entry to the uk israel the right to the same;n
16/03/2025;the guy on the right murdered between children the guy on the left;n
06/04/2025;israel a sovereign country it the right to deny entry to people hate them if only the uk would the same;n
06/04/2025;she quite right on this occasion they clearly went there with the intentions of stirring the pot and earning virtue points with the crackpot left israel the absolute right to refuse entry to undesirables if only th;n
06/04/2025;now whos the colonialist here an sovereign state the right to deny entry to whomever it wishes or mr lammy think that israel a british colony and therefore allowed to prevent entry of its rulers;n
11/02/2025;you realize we video cameras back then right israeli terrorism documented by the british in detail since;n
06/04/2025;instead of saying israel right to exist say israel exist set the intention amp;n
06/04/2025;they but israel the right to let them in;n
16/02/2025;you realize that hamas isnt in those buildings right they in the tunnels;n
06/04/2025;wellthe devil always delusions of grandeur skilled at manipulating others and believing hes right but in the end light will always prevail and that light with the god of israel;n
06/04/2025;if theyre stealing land youll always a troublemaker or would you a coward theyre very cheerful and welcoming people anyway if you think israel the right to reclaim lands from years ago th;n
15/01/2024;this precisely the point israel made at to maintain it a legal right to self defence it an occupying power for a power that occupying it places enormous limits on the freedom palestinians in gaza and rules their lives with an iron fist;n
05/01/2025;israel inherited sovereignty over the whole of the territory vacated by the previous sovereign britain under the international legal principle of uti possidetis juris you may find it duplicitous but it a universally accepted doctrine of international law;n
06/04/2025;nobody should the right to terf out those native to a land whether it by armed visits to homes or by utterly intolerable neighbours the state of israel facilitated both to push native people out of their land;n
08/12/2024;israel believes that it the imperial right to conquer weaker lands in the middle east one will force a hand on them;n
06/04/2025;for jewish dna like blood close the semantic component the state of israel the right to exist this a jewish land a jewish country with such a desire to democratic emphasizing without losing its national idea;n
06/04/2025;laten we gewoon eerlijk blijven jews may hold and israel to a higher standard but one else the right to so this standard how the jews decided to judge their own behavior;n
08/11/2023;international law and the consider israel to an occupation force for gaza amp;n
06/04/2025;the inhumanity of israel and its supporters bounds on the right track usa israel palestine politics news canada via;n
09/03/2025;it wrong and it isnt wrong that israel retains the power to it;n
21/10/2024;international law says palestinians the right to violent resistance against israels illegal occupation of their land;n
19/01/2025;it up to you israel and the united states zero authority or right to determine the fate of the palestinians if anything should shut down it the apartheid state of israel;n
03/11/2024;praying for israel raise flag with pride and share support standwithisrael israelstrong;n
15/10/2024;pray for us if you praying drop a flag in the comments much love;n
06/04/2025;cant religious they pray for israel olden israel but genocide israel pissed me tf off;n
06/04/2025;breaking long range rocket strike from gaza pray for israel;n
05/04/2025;today we commemorate saint vincent ferrer priest we pray for all preachers and teach of the faith we continue to remember those suffering in the asian earthquake zone palestine israel sudan congo and ukraine holy saint vincent pray for them;n
18/03/2025;pray for the hostages pray for the idf pray for israel;n
04/04/2025;hey so dont follow me if ur bio says pray for israel when my pinned post literally the daily click link for palestine;n
03/04/2025;thursday of the fourth week of lent benedictus antiphon i depend on human testimony says the lord but i said this that you may saved we give thanks for the salvation through christ we pray for the earthquake victims palestine israel sudan congo amp;n
01/10/2024;jews gathered in jerusalem to pray for success for the idf in the north;n
05/04/2025;for the first time ever its within the christians best interest to pray for the fall of israel how crazy that after all that rise of abo david nabo moses and such evil men just just sitting on gods throne nje but i rapped bout this on track on fubu;n
04/04/2025;today we commemorate saint isidore bishop and doctor of the church we pray for all theologians and teachers of the faith continue to pray for those suffering in the asian earthquake zone palestine israel sudan congo and ukraine holy saint isidore pray for them;n
21/09/2024;the congress of christian leaders issuing an emergency call to prayer we asking all churches amp;n
30/10/2024;good morning please join us in prayer for the healing of our wounded soldiers share and comment flag to show where you praying from together our unity powerful prayforisrael;n
08/10/2023;uniting in faith and prayer for israel let psalm our guide pray for the peace of jerusalem and remember god our refuge and strength a very present help in trouble psalm prayforisrael;n
04/06/2024;pray for israel a state of emergency declared in the north citizens calling for help and getting a response;n
13/10/2024;pray for the people of israel if you with us drop a flag and show support prayforisrael standtogether;n
19/01/2025;pray for israel praying share wishes for israel and the world below;n
01/12/2023;pray for israel right now at pacific time isreal under a massive wave of rocket attack;n
02/04/2025;micah and i micah said hear i pray you you heads of jacob and rulers of the house of israel it for you to know justice you hate the good and love the evil pluck and steal the skin from off my people and their flesh from off their bones;n
29/11/2024;pray for israel if you praying for israel leave a comment with the israeli flag;n
06/04/2025;latest rocket attack against israel rockets fired some damage injuries pray for us;n
06/04/2025;those the worst;n
06/04/2025;john jesus forgave the woman committed adultery but warned her to sin more;n
05/04/2025;dear lord we thank you for this day amp;n
05/04/2025;please take a moment amp;n
04/04/2025;imagine how peaceful the world would become overnight if israel and iran both turned each other into ash amp;n
06/04/2025;you mark another year of greatness i pray for more wins deeper joy and endless opportunities to walk in purpose you only scratched the surface of all you destined to become the world oyster go out there and claim the pearls;n
04/04/2025;turkey want a conflict with israel netanyahu vows to smash iran axis to god the glory great things he hath done pray for the peace of jerusalem amp;n
06/04/2025;israel at war live broadcast april to god the glory great things he hath done pray for the peace of jerusalem amp;n
04/04/2025;israel at war swords of iron day news update to god the glory great things he hath done pray for the peace of jerusalem amp;n
06/04/2025;phillippians that i secured it already yet reached my goal still pursuing the prize faithful unto death i kept the faith i finished the race;n
05/04/2025;palestine_abil_ka_they dr hussam abu in israel custody for curing gazans please preay for his safty;n
06/04/2025;israel issues evacuation orders under threat of bombing gaza in the middle of the night in the bitter cold and at the mercy of missiles and bombs families flee abandoning their possessions homes and tents in fear of death please pray for us;n
06/04/2025;oh look another goat fucker;n
06/04/2025;you worship god today reflect and pray when someone hospitality helped you how can you serve others today and help meet their practical needs dear god thank you for those shown hospitality to me please show me how to serve others in love;n
05/04/2025;reflect on these questions and pray in contrast to time for praying or reading scripture vies for attention changes can you make to keep technology from becoming an idol dear god you alone worthy of my praise nothing compares to you;n
03/04/2025;israel at war swords of iron day news update to god the glory great things he hath done pray for the peace of jerusalem amp;n
03/04/2025;israel at war live broadcast april to god the glory great things he hath done pray for the peace of jerusalem amp;n
06/04/2025;news flash war day april netanyahu heads for washington while the idf eliminates the bibas kidnappers in airstrikes to god the glory great things he hath done pray for the peace of jerusalem amp;n
06/04/2025;bring me home all that shrimp hot babe you got there too;n
04/04/2025;shabbat shalom friends may the most high bless you amp;n
06/04/2025;another a stick;n
06/04/2025;and god with the father;n
26/11/2024;even with fearful generals and political leaders our military amazing our nation resilient and strong and we can only lean on the real peace maker the god of israel he sent us this reminder today could seen from lebanon the famous hebrew prayer says;n
06/04/2025;hears jesuss words and them;n
06/04/2025;repent of sins and believe in the gospel;n
04/04/2025;moreover concerning a stranger that of thy people israel but cometh out of a far country for thy names sake;n
01/12/2024;im american i just know the story fake such announcement ever made in saudi and everyday tens of thousands of mosques pray for palestine;n
09/10/2024;he praying or trying to preach to rally people in mecca its a huge difference people can pray for whoever they want but if you start preaching and holding flags trying to rally people it an offence legally speaking;n
14/11/2023;you wondered how to pray for israel right now check out this amazing column from my friend gives us biblical insights on how to pray for our jewish friends and the nation israel right now;n
01/12/2024;this a fake story everyday the mosques pray for palestine just this friday i in one why you believe western propganda pieces without any basis in reality;n
06/04/2025;accident my ass praying for kentucky;n
06/04/2025;stay awake praying at all times for the strength to survive all that going to happen;n
06/04/2025;so youre ok with them firing at our ships;n
24/09/2024;ways you can pray for israel today;n
15/09/2024;israel including west bank amp;n
06/04/2025;take that over to the middle east and watch happens;n
06/04/2025;antiamerican dude that hates americans and their ability to work hard and put a roof over their familys head even though it wasnt easy the new gop conservative patriot party of the maga movement;n
06/04/2025;i thank god that that i born and raised in texas and that i a liberal;n
16/02/2025;jesus used to pray and speak aramaic the word for god in aramaic allah;n
06/04/2025;you ok with a murderer raising money;n
06/04/2025;perfect;n
18/10/2024;i pray that benjamin netanyahu and his family come to know the true hero of judea the lion of judah christ jesus the messiah god manifested into the flesh;n
06/04/2025;you tagged libsoftiktok acct from here though;n
06/04/2025;his wrath come rev sixth seal opened sixth seal first seal before the seals gods wrath comes when gods word says sixth seal day of the lord jesus you can trust his written words;n
06/04/2025;the houthis the yemeni people;n
06/04/2025;hour of trial mark of beast jesus said keep you we kept his command to persevere wise virgins extra oil in lamps jesus say raptured harpazod or caught up he will keep us from taking the mark that will test th;n
06/04/2025;day of the lord jesus will come like a thief in the night destructiongods wrath comes on them suddenly labor pains on a pregnant woman and they will escape they will seek death and able to find it the great da;n
16/10/2023;we invite you to today special prayer meeting for israel join us we pray for god to move mountains perform miracles and confront the evil in israel join us on zoom or our youtube community channel click the link or visit our official website to;n
06/04/2025;now that you know god said rev sixth seal when his wrath come you will see seals to never his wrath they birth pangs beginning of sorrows jesus likened his nd coming a woman in labor they increase;n
06/04/2025;yes or please paul bible say that jesus comes when the sun goes sackcloth moon blood red stars fall from sky day of the lord signs every eye see him coming on a cloud with power and great glory a trum;n
06/04/2025;she lazy the rest of america moms get to stay home more than weeks to months;n
03/04/2025;we kurds pray for israel;n
06/04/2025;shes right;n
06/04/2025;TRUE;n
06/04/2025;please give jesus heart for he just wants to protect it;n
06/04/2025;how can this man give us his flesh to eat many of jesuss disciples longer followed him take this and eat it this my body jesus say this symbolizes my body yes or please take jesus at his word if you eat his flesh or;n
06/04/2025;yes i havent looked it up but sounds correct;n
06/11/2024;israel chai praying for peace and unity in israel today praying for the immediate return of our sisters amp;n
06/04/2025;could she congress made insider trading illegal for congress members yet but but my manager handles all that stuff im dumb i dont know anything;n
04/04/2025;joshuaaaron israel christian jesus bible truth music pray for israel live update cham malespin amp;n
04/04/2025;israel targeting lebanon like there tomorrow it makes me fear an attack on iran imminent pray for iran;n
04/04/2025;the new under ground churchthe truth must told salvation prayer remember you amp;n
04/04/2025;bernie sanders trying to block funding for israel bombs i pray he succeeds;n
06/04/2025;yep and gems;n
04/11/2023;rabbis and christian leaders call for national day of prayer for israel on monday nov;n
06/04/2025;option will you choose free palestine pray for gaza ignore amp;n
06/04/2025;praying for you;n
05/04/2025;i the only one believes that if arab countries turn off the tap and stop selling oil for even weeks israel can brought to its knees;n
17/05/2024;christian leaders to hold day of prayer for israel this weekend;n
17/02/2025;i unapologetically and proudly stand with israel if you feel the same let it known;p
25/09/2024;raise hand if you stand with israel;p
23/11/2024;this israel a tiny dot on the map and the only jewish state in the world attacked on multiple fronts by radical islam and terrorist groups surrounding us israel fighting for its entire existence standing with israel the right thing to;p
22/10/2024;this israel a tiny dot on the map and the only jewish state in the world attacked on multiple fronts by radical islam and terrorist groups surrounding us israel fighting for its entire existence standing with israel the right thing to;p
20/06/2024;if youre a proud supporter of israel comment below with i stand with israel let unite together on this platform;p
10/10/2023;buenos aires stands in solidarity with israel;p
10/10/2023;the people of israel need help watch this video the end to learn how to help them standwithisrael israelunderattack hamasmassacre;p
06/10/2024;you see the differences between gaza and tel aviv dont start wars you cant win i stand with israel;p
16/09/2024;this israel a tiny dot on the map and the only jewish state in the world attacked on multiple fronts by radical islam and terrorist groups surrounding us israel fighting for its entire existence standing with israel the right thing to;p
12/10/2023;amsterdam stands in solidarity with israel;p
09/10/2023;the world stands with israel israelunderattack standwithisrael hamasmassacre;p
10/10/2023;zurich switzerland stands with israel;p
05/10/2024;if you stand with israel drop a and follow each other together we stronger;p
03/11/2024;standing with israel the most moral choice anyone can ever take if you support israel feel free to comment i stand with israel;p
02/08/2024;we will always stand with israel even if the war expands to a comprehensive war israel defending and its existence against islamic terrorism;p
07/03/2025;this israel a tiny dot on the map and the only jewish state in the world attacked on multiple fronts by radical islam and terrorist groups surrounding us israel fighting for its entire existence standing with israel the right thing to;p
01/02/2025;if youre jewish or an ally comment below i stand with israel lets unite together on this platform;p
08/10/2023;puerta del sol madrid lit up in support of israel standwithisrael;p
12/10/2024;they might try to silence the truth but together we can ensure it heard every share every comment helps break the silence stand with me stand for the truth drop flag and show support istandwithisrael;p
21/10/2023;share if you support israel right to defend standwithisrael;p
20/11/2023;back to basics history cant rewritten the jewish people indisputably indigenous to the land of israel let facts speak louder than any doubt standwithisrael;p
21/03/2025;candace a christian you must know how god feels about israel he made a covenant with them amp jews his chosen ppl we r supposed to stand with isreal part of a covenant with god messianic jews believe christ the son of god;p
28/06/2024;israel and always the jewish peoples one and only true homeand that home now under attack standwithisrael israelunderattack;p
15/10/2023;israel and always the jewish peoples one and only true homeand that home now under dire threat standwithisrael israelunderattack hamasmassacre hamasisisis;p
24/12/2024;standing with israel gods will standing with israel upholds justice and truth standing with israel a stand against terrorism standing with israel means standing on the right side of history;p
17/10/2024;raise hand if you stand with israel;p
